id,Gender,Customer_Type,Age,Type_of_Travel,Class,Flight_Distance,Inflight_wifi_service,Departure/Arrival_time_convenient,Ease_of_Online_booking,Gate_location,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,Onboard_service,Leg_room_service,Baggage_handling,Checkin_service,Inflight_service,Cleanliness,Departure_Delay_in_Minutes,Arrival_Delay_in_Minutes,satisfaction
104863,Female,Loyal Customer,31,Business travel,Business,1813,2,4,4,4,2,2,2,2,3,1,4,1,4,2,0,3,dissatisfied
11993,Male,Loyal Customer,14,Personal Travel,Eco,643,4,4,4,3,1,4,1,1,3,5,4,5,4,1,54,45,dissatisfied
81354,Female,Loyal Customer,9,Personal Travel,Eco,1299,2,5,2,1,3,2,3,3,3,4,3,5,5,3,0,0,dissatisfied
45486,Male,Loyal Customer,37,Business travel,Business,1950,3,4,4,4,5,3,3,3,3,3,3,1,3,4,0,0,dissatisfied
48595,Male,Loyal Customer,40,Personal Travel,Eco,916,2,5,2,1,1,2,1,1,5,5,5,5,5,1,0,0,dissatisfied
17657,Male,disloyal Customer,17,Business travel,Eco,1008,1,1,1,3,1,1,4,1,2,5,3,4,4,1,33,32,dissatisfied
54905,Female,Loyal Customer,11,Personal Travel,Eco,862,1,4,2,3,2,2,3,2,4,4,4,4,4,2,1,21,dissatisfied
31194,Female,Loyal Customer,39,Business travel,Eco,628,2,4,4,4,2,2,2,2,2,2,2,2,2,2,0,0,dissatisfied
80566,Male,Loyal Customer,36,Business travel,Business,1747,4,4,4,4,2,5,5,5,5,5,5,3,5,4,0,0,satisfied
110750,Female,Loyal Customer,53,Business travel,Business,1105,3,3,3,3,3,4,5,4,4,4,4,3,4,5,0,6,satisfied
104994,Male,Loyal Customer,9,Personal Travel,Eco,337,3,5,3,4,2,3,2,2,5,3,3,3,1,2,0,0,dissatisfied
115021,Female,Loyal Customer,33,Business travel,Business,3240,1,1,1,1,4,4,5,5,5,5,5,3,5,4,0,0,satisfied
75783,Male,Loyal Customer,9,Personal Travel,Eco,813,2,4,2,4,4,2,4,4,3,3,3,3,4,4,0,0,dissatisfied
34660,Female,Loyal Customer,56,Business travel,Business,264,2,2,2,2,3,5,4,5,5,5,5,4,5,5,2,7,satisfied
37772,Male,Loyal Customer,33,Business travel,Eco Plus,950,4,5,5,5,4,4,4,4,1,3,3,3,2,4,17,12,satisfied
1409,Female,Loyal Customer,53,Personal Travel,Eco Plus,229,2,4,2,2,2,5,5,3,3,2,3,4,3,5,27,19,dissatisfied
66794,Female,Loyal Customer,53,Personal Travel,Eco,3784,3,4,3,3,3,5,5,4,4,4,5,5,5,5,0,0,dissatisfied
31892,Male,Loyal Customer,40,Personal Travel,Eco,2762,3,0,3,1,1,3,1,1,5,5,5,2,3,1,0,0,dissatisfied
108887,Female,Loyal Customer,43,Business travel,Business,2327,4,4,4,4,4,5,5,5,5,5,5,5,5,5,106,104,satisfied
108467,Male,Loyal Customer,33,Personal Travel,Eco,1444,4,2,4,3,5,4,5,5,4,3,4,4,4,5,0,0,dissatisfied
80214,Female,Loyal Customer,41,Business travel,Business,2153,3,3,3,3,2,4,4,4,4,4,4,5,4,3,0,0,satisfied
58312,Male,Loyal Customer,60,Business travel,Business,1739,4,4,4,4,5,3,5,2,2,2,2,3,2,5,6,0,satisfied
63935,Male,Loyal Customer,43,Personal Travel,Eco,1158,2,4,2,3,3,2,5,3,3,4,5,3,4,3,8,0,dissatisfied
119036,Female,Loyal Customer,22,Business travel,Business,2378,5,5,5,5,4,4,4,4,5,4,3,3,4,4,0,0,satisfied
92774,Female,disloyal Customer,18,Business travel,Eco,1314,3,2,2,4,5,3,3,5,1,2,4,4,3,5,0,0,dissatisfied
66236,Male,Loyal Customer,70,Business travel,Eco,150,2,1,1,1,2,2,2,2,2,2,3,3,3,2,38,40,dissatisfied
98962,Female,Loyal Customer,72,Business travel,Eco,543,2,5,4,5,3,4,3,2,2,2,2,3,2,1,2,0,dissatisfied
42509,Male,Loyal Customer,46,Business travel,Eco Plus,495,4,5,3,5,3,4,3,3,4,2,5,3,3,3,9,16,satisfied
26507,Female,disloyal Customer,23,Business travel,Eco,829,1,2,2,4,2,2,2,2,1,4,3,1,4,2,6,0,dissatisfied
21486,Female,Loyal Customer,36,Business travel,Business,2490,2,3,3,3,3,4,4,3,3,3,2,4,3,2,44,23,dissatisfied
45866,Male,Loyal Customer,49,Personal Travel,Business,913,3,3,3,3,5,4,3,3,3,3,3,3,3,4,0,0,dissatisfied
117358,Male,Loyal Customer,50,Business travel,Business,3929,4,4,4,4,3,4,5,4,4,4,4,5,4,5,0,0,satisfied
53715,Male,Loyal Customer,27,Personal Travel,Eco,1208,1,2,1,4,1,1,1,1,2,2,4,3,3,1,0,0,dissatisfied
96598,Female,Loyal Customer,57,Business travel,Eco Plus,461,4,3,4,4,5,1,2,4,4,4,4,4,4,5,0,14,satisfied
72560,Male,disloyal Customer,23,Business travel,Eco,929,3,3,3,3,3,3,3,3,3,4,5,5,5,3,0,0,dissatisfied
66498,Female,Loyal Customer,39,Business travel,Business,447,5,5,5,5,4,5,4,4,4,5,4,4,4,5,0,0,satisfied
122787,Male,Loyal Customer,48,Business travel,Business,2894,5,5,5,5,4,4,4,4,4,4,4,4,4,3,0,11,satisfied
63584,Male,disloyal Customer,23,Business travel,Eco,2133,3,3,3,3,1,3,1,1,1,1,3,3,3,1,1,0,dissatisfied
118882,Male,Loyal Customer,49,Business travel,Business,3249,4,4,4,4,3,4,4,5,5,5,5,5,5,5,9,1,satisfied
78533,Male,Loyal Customer,64,Personal Travel,Eco,526,2,4,2,1,3,2,3,3,5,2,4,3,4,3,0,2,dissatisfied
75175,Male,Loyal Customer,42,Business travel,Business,1744,5,2,5,5,4,3,5,3,3,3,3,5,3,5,8,5,satisfied
26213,Female,disloyal Customer,21,Business travel,Eco,270,4,0,4,1,3,4,4,3,5,2,1,4,4,3,15,0,dissatisfied
95358,Female,Loyal Customer,19,Personal Travel,Eco,496,4,4,4,3,5,4,1,5,4,3,4,4,4,5,0,0,dissatisfied
102041,Male,Loyal Customer,43,Business travel,Business,3075,2,2,2,2,5,3,3,2,2,2,2,1,2,3,16,0,dissatisfied
108387,Male,Loyal Customer,56,Personal Travel,Eco,1750,3,4,3,4,2,3,2,2,1,4,3,3,4,2,1,0,dissatisfied
34205,Female,Loyal Customer,24,Personal Travel,Eco,1046,2,2,2,3,3,2,3,3,2,5,4,4,3,3,3,0,dissatisfied
63804,Male,Loyal Customer,33,Business travel,Business,2724,4,4,4,4,5,5,5,5,3,2,4,3,5,5,2,5,satisfied
68404,Male,Loyal Customer,44,Business travel,Business,1045,3,3,3,3,4,5,5,5,5,5,5,3,5,4,0,0,satisfied
123202,Female,Loyal Customer,66,Personal Travel,Eco,650,3,5,3,5,5,5,3,5,5,3,5,1,5,4,0,0,dissatisfied
90963,Female,Loyal Customer,33,Business travel,Business,515,3,3,3,3,4,2,5,4,4,4,4,5,4,1,0,0,satisfied
55239,Female,Loyal Customer,36,Business travel,Eco,609,3,5,4,5,3,3,3,3,3,4,3,4,3,3,0,0,dissatisfied
25942,Male,Loyal Customer,69,Business travel,Eco Plus,594,5,5,5,5,5,5,5,5,1,3,1,5,4,5,0,0,satisfied
45935,Female,Loyal Customer,41,Personal Travel,Eco,563,2,4,2,1,2,2,2,2,4,5,5,3,5,2,0,0,dissatisfied
105848,Male,Loyal Customer,57,Business travel,Business,842,2,2,2,2,3,4,5,4,4,4,4,5,4,3,8,11,satisfied
88334,Female,Loyal Customer,53,Business travel,Business,444,3,1,3,3,5,2,2,3,3,3,3,1,3,1,19,27,dissatisfied
90987,Male,Loyal Customer,21,Business travel,Eco,581,2,3,3,3,2,2,1,2,3,3,3,3,3,2,0,0,dissatisfied
17452,Female,Loyal Customer,65,Business travel,Eco Plus,351,2,1,1,1,2,2,2,1,3,4,3,2,4,2,156,167,dissatisfied
86671,Female,Loyal Customer,58,Personal Travel,Eco Plus,746,3,5,3,3,3,4,4,2,2,3,2,3,2,5,0,0,dissatisfied
129736,Female,Loyal Customer,32,Business travel,Business,308,3,3,3,3,5,5,5,5,4,2,4,4,5,5,0,0,satisfied
81350,Female,Loyal Customer,62,Personal Travel,Eco,1299,1,4,1,3,2,4,4,5,5,1,4,4,5,4,118,111,dissatisfied
31870,Female,Loyal Customer,63,Personal Travel,Business,4983,0,5,0,2,0,5,1,3,2,4,3,1,5,1,3,0,satisfied
45258,Female,Loyal Customer,37,Personal Travel,Eco,584,1,4,1,2,1,1,5,1,3,4,4,4,4,1,23,23,dissatisfied
15891,Male,Loyal Customer,37,Business travel,Eco Plus,489,4,1,1,1,4,4,4,4,4,3,4,1,3,4,11,21,satisfied
93314,Male,Loyal Customer,19,Personal Travel,Eco Plus,1733,3,5,3,4,1,3,1,1,4,4,5,4,4,1,0,0,dissatisfied
48084,Female,Loyal Customer,25,Business travel,Business,3518,2,2,2,2,4,4,4,4,5,3,2,4,4,4,0,0,satisfied
83944,Male,Loyal Customer,30,Business travel,Business,321,0,0,0,3,4,2,2,4,4,3,4,5,4,4,0,7,satisfied
40841,Female,Loyal Customer,39,Business travel,Business,2532,0,3,0,4,3,4,3,2,2,2,2,5,2,3,26,7,satisfied
92408,Male,Loyal Customer,50,Business travel,Business,1892,4,4,2,4,2,3,5,5,5,5,5,3,5,5,28,14,satisfied
11281,Male,Loyal Customer,67,Personal Travel,Eco,224,1,5,0,4,3,0,3,3,5,5,5,3,5,3,0,0,dissatisfied
23693,Male,Loyal Customer,42,Business travel,Eco,212,3,4,4,4,3,3,3,3,2,1,3,1,2,3,0,0,dissatisfied
69419,Male,Loyal Customer,20,Business travel,Business,1096,4,5,5,5,4,4,4,4,4,3,4,4,3,4,75,65,dissatisfied
125557,Female,disloyal Customer,47,Business travel,Eco,226,1,3,1,3,2,1,2,2,2,3,1,1,2,2,0,0,dissatisfied
26249,Female,disloyal Customer,27,Business travel,Eco Plus,404,5,5,5,1,3,1,3,2,4,1,4,3,1,3,202,242,satisfied
47602,Female,Loyal Customer,44,Business travel,Business,1549,2,2,2,2,3,2,1,4,4,4,4,2,4,2,0,0,satisfied
18997,Male,Loyal Customer,38,Personal Travel,Eco Plus,388,2,5,2,1,4,2,3,4,4,3,4,4,5,4,11,21,dissatisfied
91137,Male,Loyal Customer,21,Personal Travel,Eco,406,2,5,4,3,3,4,3,3,5,5,4,5,4,3,0,0,dissatisfied
88010,Female,Loyal Customer,40,Business travel,Business,545,4,4,4,4,3,4,5,4,4,4,4,4,4,5,17,15,satisfied
75413,Female,disloyal Customer,19,Business travel,Eco,790,2,2,2,3,3,2,3,3,4,2,4,3,3,3,0,0,dissatisfied
125485,Female,Loyal Customer,8,Business travel,Eco Plus,2917,3,3,2,3,3,3,3,2,5,4,4,3,2,3,1,0,dissatisfied
76051,Female,Loyal Customer,25,Business travel,Business,3003,2,2,2,2,4,4,4,4,4,2,4,5,5,4,0,0,satisfied
103107,Male,Loyal Customer,25,Personal Travel,Eco,546,3,3,5,4,5,5,3,5,1,3,2,4,5,5,0,0,dissatisfied
121490,Female,Loyal Customer,52,Personal Travel,Eco,290,3,1,3,3,1,4,4,3,3,3,3,2,3,1,0,0,dissatisfied
17525,Female,Loyal Customer,30,Personal Travel,Eco,352,2,4,2,4,3,2,3,3,4,4,4,3,5,3,0,0,dissatisfied
34311,Male,Loyal Customer,32,Personal Travel,Eco,280,3,4,3,1,4,3,4,4,4,2,4,4,4,4,0,0,dissatisfied
31616,Male,Loyal Customer,57,Business travel,Business,2574,4,1,1,1,1,3,4,4,4,4,4,1,4,2,10,8,dissatisfied
122839,Female,Loyal Customer,49,Business travel,Business,226,2,2,2,2,3,4,4,4,4,4,4,3,4,4,8,0,satisfied
17127,Female,Loyal Customer,54,Business travel,Business,2607,1,1,2,1,5,5,5,3,5,2,3,5,4,5,290,284,satisfied
107658,Male,Loyal Customer,40,Business travel,Business,3667,3,3,3,3,2,4,5,5,5,5,5,5,5,5,0,0,satisfied
89860,Female,Loyal Customer,55,Business travel,Business,1416,5,5,5,5,5,4,5,5,5,5,5,5,5,5,0,0,satisfied
105061,Male,Loyal Customer,18,Personal Travel,Eco Plus,255,2,4,2,1,2,2,2,2,3,4,4,4,5,2,7,6,dissatisfied
86089,Male,disloyal Customer,23,Business travel,Eco,356,3,2,3,3,3,3,3,3,3,5,2,4,2,3,28,18,dissatisfied
84180,Male,Loyal Customer,12,Personal Travel,Eco Plus,231,2,2,2,4,2,2,2,2,2,3,4,1,3,2,0,0,dissatisfied
27244,Male,Loyal Customer,60,Personal Travel,Eco,1024,1,4,1,3,4,1,1,4,1,3,4,1,4,4,11,10,dissatisfied
82329,Female,Loyal Customer,29,Personal Travel,Eco,456,1,5,1,3,2,1,1,2,4,5,5,4,5,2,53,69,dissatisfied
75227,Female,Loyal Customer,41,Business travel,Eco,226,5,1,1,1,5,5,5,5,3,5,2,1,1,5,0,0,satisfied
46987,Female,Loyal Customer,41,Personal Travel,Eco,737,3,4,3,2,3,3,3,3,3,4,4,5,5,3,21,26,dissatisfied
102226,Male,Loyal Customer,49,Business travel,Business,2956,2,2,2,2,5,5,5,4,4,5,5,5,3,5,189,165,satisfied
103753,Male,Loyal Customer,53,Personal Travel,Eco Plus,251,2,5,0,5,2,0,2,2,3,3,2,2,3,2,0,16,dissatisfied
33873,Female,Loyal Customer,36,Business travel,Business,2203,5,4,5,5,2,3,5,3,3,3,3,2,3,1,0,1,satisfied
104000,Male,Loyal Customer,56,Business travel,Eco,1363,3,4,4,4,3,3,3,3,2,5,4,2,4,3,0,0,dissatisfied
10106,Male,Loyal Customer,34,Business travel,Business,391,2,5,5,5,1,4,3,2,2,2,2,3,2,2,72,67,dissatisfied
3119,Male,Loyal Customer,46,Business travel,Eco,613,5,4,3,4,5,5,5,5,1,3,4,4,3,5,0,13,satisfied
19586,Female,Loyal Customer,13,Personal Travel,Eco,160,3,4,3,2,2,3,2,2,5,5,5,3,5,2,0,0,dissatisfied
88203,Female,Loyal Customer,45,Business travel,Business,1530,5,5,5,5,4,4,4,3,3,4,3,5,3,3,0,0,satisfied
39578,Male,Loyal Customer,43,Business travel,Business,2202,2,2,2,2,4,5,4,4,4,4,4,2,4,1,0,0,satisfied
114863,Female,Loyal Customer,43,Business travel,Business,2921,1,1,1,1,3,5,5,5,5,5,5,3,5,4,0,0,satisfied
118887,Female,Loyal Customer,44,Business travel,Business,2565,1,1,1,1,3,3,3,4,4,5,5,3,4,3,203,200,satisfied
119648,Male,Loyal Customer,45,Business travel,Business,2788,5,5,5,5,5,4,4,5,5,5,5,3,5,3,0,0,satisfied
33607,Female,Loyal Customer,53,Business travel,Eco,399,5,1,1,1,4,5,4,5,5,5,5,1,5,2,0,0,satisfied
112707,Female,disloyal Customer,9,Business travel,Eco,697,4,4,4,4,5,4,5,5,3,3,4,1,4,5,22,19,dissatisfied
21402,Female,Loyal Customer,50,Business travel,Eco,164,4,2,2,2,1,2,4,4,4,4,4,5,4,2,20,14,satisfied
122749,Female,Loyal Customer,14,Personal Travel,Eco,651,5,5,5,2,5,5,5,5,4,2,1,3,4,5,24,27,satisfied
16794,Female,Loyal Customer,35,Business travel,Business,1017,4,3,4,4,2,4,3,5,5,5,5,2,5,4,0,31,satisfied
48177,Male,Loyal Customer,43,Business travel,Eco,192,4,4,4,4,4,4,4,4,1,4,2,4,1,4,0,0,dissatisfied
116954,Female,Loyal Customer,53,Business travel,Business,370,2,2,2,2,5,4,5,5,5,5,5,4,5,4,19,13,satisfied
91567,Male,disloyal Customer,28,Business travel,Business,1123,3,2,2,4,2,2,2,2,1,1,3,4,3,2,0,0,dissatisfied
15729,Female,Loyal Customer,19,Personal Travel,Eco,419,3,4,1,4,3,1,3,3,2,5,5,2,5,3,120,128,dissatisfied
89697,Female,Loyal Customer,33,Business travel,Business,1076,4,4,4,4,5,1,2,5,5,5,5,5,5,3,0,22,satisfied
63074,Male,Loyal Customer,27,Personal Travel,Eco,846,3,5,3,4,3,3,3,5,4,5,4,3,4,3,157,145,dissatisfied
114798,Female,Loyal Customer,51,Business travel,Business,2949,2,2,2,2,2,5,4,4,4,4,4,5,4,4,87,80,satisfied
43558,Female,disloyal Customer,35,Business travel,Eco,770,2,2,2,4,2,2,2,2,4,2,3,1,4,2,0,0,dissatisfied
126168,Female,Loyal Customer,13,Business travel,Business,3092,1,2,2,2,1,1,1,1,3,4,3,1,3,1,5,12,dissatisfied
39858,Male,Loyal Customer,58,Business travel,Eco,184,4,1,1,1,4,4,4,4,2,5,3,4,3,4,0,0,dissatisfied
25100,Male,Loyal Customer,58,Personal Travel,Eco,369,3,5,3,1,2,3,2,2,5,5,1,3,2,2,1,1,dissatisfied
50861,Female,Loyal Customer,29,Personal Travel,Eco,373,4,4,4,1,3,4,2,3,4,2,5,2,4,3,59,52,dissatisfied
98576,Female,disloyal Customer,17,Business travel,Eco,861,0,1,1,4,3,1,3,3,4,5,5,4,5,3,113,94,satisfied
51846,Female,Loyal Customer,48,Personal Travel,Eco Plus,425,3,0,3,3,2,3,4,3,3,3,4,5,3,4,0,0,dissatisfied
94542,Female,Loyal Customer,70,Business travel,Business,239,2,3,3,3,4,4,4,2,2,2,2,1,2,4,10,0,dissatisfied
77610,Male,disloyal Customer,42,Business travel,Business,731,4,3,3,2,2,4,2,2,5,4,5,5,4,2,0,5,satisfied
117936,Male,disloyal Customer,21,Business travel,Eco,255,2,4,2,4,1,2,1,1,1,2,3,4,4,1,119,108,dissatisfied
9555,Female,Loyal Customer,54,Business travel,Business,3661,2,2,2,2,3,5,5,5,5,5,5,5,5,5,39,40,satisfied
28851,Female,Loyal Customer,38,Business travel,Business,2763,1,1,1,1,5,1,3,4,4,4,4,2,4,4,0,0,satisfied
96143,Male,disloyal Customer,33,Business travel,Business,328,3,3,3,2,5,3,1,5,4,3,4,5,4,5,0,0,dissatisfied
67329,Male,disloyal Customer,18,Business travel,Business,1471,5,3,5,3,5,5,4,5,5,2,5,3,5,5,0,0,satisfied
122355,Female,Loyal Customer,49,Business travel,Business,529,3,3,3,3,5,4,5,4,4,4,4,5,4,4,0,0,satisfied
89374,Female,Loyal Customer,50,Personal Travel,Business,151,3,5,3,2,4,5,4,5,5,3,4,5,5,5,0,6,dissatisfied
25962,Male,disloyal Customer,40,Business travel,Eco,946,4,4,4,5,3,4,3,3,1,2,2,4,2,3,0,0,dissatisfied
117523,Female,disloyal Customer,49,Business travel,Business,843,3,3,3,1,3,3,3,3,3,5,4,5,5,3,6,0,satisfied
11608,Female,Loyal Customer,9,Personal Travel,Eco,657,2,5,2,4,2,2,2,2,4,2,2,5,1,2,18,12,dissatisfied
50957,Male,Loyal Customer,61,Personal Travel,Eco,110,3,1,3,4,5,3,5,5,3,2,3,2,3,5,0,0,dissatisfied
78653,Female,Loyal Customer,59,Personal Travel,Eco,2172,4,4,4,1,5,4,5,3,3,4,3,3,3,4,0,0,satisfied
57890,Female,disloyal Customer,45,Business travel,Business,305,4,4,4,2,1,4,1,1,4,5,5,5,4,1,1,0,satisfied
110753,Male,Loyal Customer,38,Business travel,Business,2745,1,1,3,1,2,5,5,5,5,5,5,5,5,5,4,0,satisfied
90140,Male,Loyal Customer,36,Business travel,Business,727,5,5,5,5,2,4,1,4,4,4,4,5,4,4,0,0,satisfied
3520,Female,Loyal Customer,43,Business travel,Business,3542,4,4,4,4,2,4,4,5,5,5,5,3,5,4,51,78,satisfied
3913,Female,Loyal Customer,62,Personal Travel,Eco,213,3,5,3,4,3,4,4,5,5,3,5,4,5,3,0,0,dissatisfied
80093,Male,Loyal Customer,48,Business travel,Business,2762,5,5,5,5,4,5,5,5,5,5,5,4,5,4,41,26,satisfied
40265,Female,Loyal Customer,37,Business travel,Eco,402,5,4,4,4,5,5,5,5,1,4,1,3,2,5,0,0,satisfied
85590,Female,disloyal Customer,42,Business travel,Eco,259,3,3,3,3,3,3,3,3,4,2,4,2,3,3,68,60,dissatisfied
5644,Male,Loyal Customer,50,Personal Travel,Business,299,1,5,1,3,3,5,4,5,5,1,5,3,5,3,0,0,dissatisfied
2519,Female,Loyal Customer,30,Business travel,Business,2403,1,1,1,1,4,4,4,4,3,2,5,5,5,4,0,0,satisfied
46744,Male,Loyal Customer,44,Personal Travel,Eco,152,2,2,0,3,1,0,1,1,1,2,4,1,4,1,20,10,dissatisfied
74177,Male,Loyal Customer,29,Personal Travel,Eco,641,1,4,1,1,5,1,5,5,4,4,4,4,4,5,0,0,dissatisfied
54340,Female,Loyal Customer,34,Personal Travel,Eco,1597,3,4,4,1,5,4,5,5,5,4,5,3,4,5,0,0,dissatisfied
957,Female,Loyal Customer,17,Business travel,Business,312,2,2,2,2,4,4,4,4,5,3,5,4,4,4,0,0,satisfied
96489,Male,Loyal Customer,33,Business travel,Eco,302,3,4,3,3,3,3,3,3,2,3,2,4,2,3,1,0,dissatisfied
25318,Male,Loyal Customer,7,Personal Travel,Eco,432,3,3,3,4,5,3,5,5,4,5,4,2,3,5,41,29,dissatisfied
73463,Male,Loyal Customer,28,Personal Travel,Eco,1197,5,4,5,5,5,5,5,5,5,4,4,5,5,5,19,1,satisfied
39220,Male,disloyal Customer,38,Business travel,Eco,173,3,0,3,3,3,3,3,3,5,3,4,3,5,3,0,0,dissatisfied
58918,Male,Loyal Customer,14,Personal Travel,Eco,888,3,5,3,3,2,3,5,2,3,4,5,1,4,2,0,0,dissatisfied
2239,Male,Loyal Customer,55,Business travel,Business,859,1,1,1,1,2,5,5,4,4,4,4,3,4,5,0,0,satisfied
26918,Female,Loyal Customer,60,Personal Travel,Eco,1660,3,4,3,5,4,5,4,5,5,3,5,5,5,4,2,0,dissatisfied
13676,Male,Loyal Customer,40,Personal Travel,Eco,462,2,4,2,1,3,2,3,3,5,5,4,5,4,3,0,0,dissatisfied
39053,Female,Loyal Customer,48,Personal Travel,Eco Plus,313,5,4,4,4,2,4,4,1,1,4,2,3,1,4,0,0,satisfied
93851,Male,Loyal Customer,56,Personal Travel,Eco,391,2,4,3,2,1,3,2,1,3,2,4,3,4,1,10,7,dissatisfied
91425,Female,Loyal Customer,49,Personal Travel,Eco,549,4,4,4,3,4,3,4,5,5,4,5,1,5,4,0,0,satisfied
10367,Female,disloyal Customer,22,Business travel,Business,517,5,0,5,1,5,5,1,5,3,4,5,3,5,5,0,0,satisfied
69055,Female,disloyal Customer,36,Business travel,Business,1389,2,2,2,2,5,2,5,5,5,2,5,5,5,5,2,0,dissatisfied
69948,Female,Loyal Customer,53,Business travel,Business,2174,3,3,3,3,4,2,2,3,3,3,3,2,3,3,0,0,dissatisfied
110841,Female,Loyal Customer,33,Personal Travel,Eco Plus,990,4,5,4,2,2,4,2,2,4,3,5,3,5,2,5,0,dissatisfied
59801,Male,Loyal Customer,17,Business travel,Business,3335,5,5,5,5,4,4,4,4,3,2,5,3,5,4,0,0,satisfied
106107,Male,Loyal Customer,39,Business travel,Business,302,0,0,0,5,2,5,5,3,3,3,3,5,3,5,39,48,satisfied
21290,Female,disloyal Customer,14,Business travel,Eco,714,3,4,4,2,1,4,1,1,2,4,5,1,3,1,0,0,dissatisfied
122083,Female,Loyal Customer,39,Personal Travel,Eco,130,2,4,0,4,4,0,4,4,4,4,5,4,4,4,0,0,dissatisfied
35497,Female,Loyal Customer,60,Personal Travel,Eco,1074,3,4,3,1,3,5,4,4,4,3,4,5,4,5,0,0,dissatisfied
106531,Female,Loyal Customer,66,Personal Travel,Eco,271,3,4,3,3,3,3,3,1,1,3,1,3,1,4,23,19,dissatisfied
32243,Female,Loyal Customer,42,Business travel,Eco,101,1,4,4,4,3,3,4,1,1,1,1,3,1,1,0,0,dissatisfied
85050,Female,Loyal Customer,44,Business travel,Business,874,5,5,5,5,4,5,4,5,5,4,5,5,5,3,0,0,satisfied
84411,Female,Loyal Customer,20,Personal Travel,Eco,606,2,4,2,2,5,2,5,5,5,4,4,3,5,5,12,21,dissatisfied
39052,Male,Loyal Customer,44,Personal Travel,Eco Plus,313,3,3,3,3,4,3,4,4,1,4,3,4,3,4,0,13,dissatisfied
51780,Female,Loyal Customer,50,Personal Travel,Eco,355,2,5,2,2,2,5,5,5,5,2,1,4,5,5,0,6,dissatisfied
22758,Female,Loyal Customer,55,Business travel,Business,3609,4,4,4,4,5,5,5,3,1,2,2,5,5,5,142,139,satisfied
58616,Female,Loyal Customer,57,Business travel,Business,235,4,4,4,4,5,5,5,5,5,5,5,5,5,3,0,0,satisfied
120215,Female,Loyal Customer,13,Business travel,Business,3990,3,5,2,5,3,3,3,3,4,1,3,1,3,3,36,19,dissatisfied
70180,Male,Loyal Customer,53,Business travel,Business,2339,5,5,5,5,5,5,5,4,4,4,4,5,4,4,9,13,satisfied
75318,Male,Loyal Customer,60,Business travel,Business,2504,1,1,1,1,5,5,5,4,4,3,5,5,3,5,0,9,satisfied
58306,Male,Loyal Customer,56,Business travel,Business,1739,3,3,3,3,2,3,4,5,5,5,5,4,5,4,26,7,satisfied
3185,Male,disloyal Customer,29,Business travel,Eco,693,1,1,1,4,3,1,3,3,2,1,3,2,4,3,32,35,dissatisfied
110092,Female,Loyal Customer,51,Business travel,Business,882,1,1,1,1,3,4,4,4,4,4,4,3,4,4,33,45,satisfied
12117,Male,Loyal Customer,62,Business travel,Eco,1034,4,3,3,3,4,4,4,4,4,5,5,4,2,4,0,0,satisfied
47826,Female,disloyal Customer,14,Business travel,Eco,550,3,1,3,4,5,3,5,5,4,4,4,2,4,5,23,16,dissatisfied
106791,Male,Loyal Customer,66,Personal Travel,Business,977,3,4,3,1,5,4,4,4,4,3,4,3,4,4,29,28,dissatisfied
94722,Male,disloyal Customer,22,Business travel,Eco,189,4,1,3,3,4,3,4,4,1,4,4,3,4,4,0,0,dissatisfied
50363,Male,Loyal Customer,26,Business travel,Business,1759,2,2,4,2,3,4,3,3,5,1,5,5,5,3,0,0,satisfied
7651,Female,Loyal Customer,26,Business travel,Business,3877,3,5,5,5,3,3,3,3,4,5,4,1,3,3,0,0,dissatisfied
65862,Female,Loyal Customer,64,Personal Travel,Eco,1389,4,2,4,2,3,1,2,3,3,4,3,1,3,3,4,0,satisfied
100270,Male,Loyal Customer,49,Business travel,Business,2630,4,3,4,4,2,4,4,5,5,5,5,3,5,5,110,106,satisfied
70405,Female,Loyal Customer,20,Personal Travel,Eco,1562,4,2,4,3,3,4,3,3,4,4,3,2,4,3,0,0,satisfied
93864,Male,Loyal Customer,58,Business travel,Business,3084,1,1,1,1,3,4,5,3,3,4,3,4,3,5,16,12,satisfied
45100,Male,Loyal Customer,43,Business travel,Business,3072,4,4,4,4,4,2,2,5,5,5,5,5,5,5,71,67,satisfied
116981,Female,Loyal Customer,42,Business travel,Business,2283,2,2,2,2,4,5,4,4,4,4,4,4,4,4,0,0,satisfied
72497,Female,Loyal Customer,42,Business travel,Business,2709,2,5,4,5,1,3,3,2,2,1,2,3,2,3,0,0,dissatisfied
117841,Male,Loyal Customer,32,Personal Travel,Eco Plus,328,4,5,5,5,3,5,3,3,4,4,4,5,4,3,11,0,dissatisfied
80343,Male,Loyal Customer,70,Personal Travel,Eco,952,1,5,1,2,5,1,5,5,4,4,4,1,3,5,0,0,dissatisfied
78711,Male,Loyal Customer,43,Business travel,Business,528,3,3,3,3,5,4,5,3,3,3,3,4,3,3,11,0,satisfied
66461,Male,Loyal Customer,52,Personal Travel,Eco,1217,2,0,1,3,3,1,3,3,3,4,4,4,4,3,0,0,dissatisfied
28379,Male,disloyal Customer,14,Business travel,Eco,763,4,5,5,5,2,5,2,2,3,1,1,4,1,2,0,3,satisfied
129306,Female,Loyal Customer,52,Personal Travel,Business,2586,0,1,0,2,1,2,2,1,1,0,1,2,1,3,0,0,satisfied
